Station,Date,Hour,HlyAirTmpValue,HlyDewPntValue,HlyEtoValue,HlyNetRadValue,HlyAsceEtoValue,HlyPrecipValue,HlyRelHumValue,HlyResWindValue,HlySoilTmpValue,HlySolRadValue,HlyVapPresValue,HlyWindDirValue,HlyWindSpdValue,HlyAirTmpQc,HlyDewPntQc,HlyEtoQc,HlyNetRadQc,HlyAsceEtoQc,HlyPrecipQc,HlyRelHumQc,HlyResWindQc,HlySoilTmpQc,HlySolRadQc,HlyVapPresQc,HlyWindDirQc,HlyWindSpdQc
"47","2014-09-10","1000","24.3","13.2","0.45","365","0.44","0","50","1.4","19.7","624","1.5","297","1.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"47","2014-09-10","1100","27.3","13.1","0.57","444","0.56","0","42","1.6","20","739","1.5","332","2"," "," "," "," "," "," "," "," "," "," "," "," "," "
"47","2014-09-10","1200","29.6","11.6","0.66","486","0.65","0","33","1.9","20.4","801","1.4","351","2.3"," "," "," "," "," "," "," "," "," "," "," "," "," "
"155","2014-09-10","1000","24.6","11.8",,,,"0","45","0.3","25.7","605","1.4","299","0.6"," "," ","N","N","N"," "," "," "," "," "," "," "," "
"155","2014-09-10","1100","27.5","11.5",,,,"0","37","0.5","27.1","721","1.4","307","0.6"," "," ","N","N","N"," "," "," "," "," "," "," "," "
"155","2014-09-10","1200","29.7","8.5",,,,"0","27","0.6","28","788","1.1","298","0.8"," "," ","N","N","N"," "," "," "," "," "," "," "," "
"170","2014-09-10","1000","23.3","12.8","0.43","377","0.43","0","52","0.8","18.5","650","1.5","309","1.1"," "," "," "," "," "," "," "," "," "," "," "," "," "
"170","2014-09-10","1100","27.5","11.6","0.57","456","0.57","0","37","0.5","18.5","775","1.4","292","1.3"," "," "," "," "," "," "," "," "," "," "," "," "," "
"170","2014-09-10","1200","30.8","9.4","0.65","480","0.67","0","27","0.7","18.5","845","1.2","116","1.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"6","2014-09-10","1000","27.5","10.4","0.49","385","0.52","0","35","1","21.4","710","1.3","334","1.3"," "," "," "," "," "," "," "," "," "," "," "," "," "
"6","2014-09-10","1100","28.8","7.9","0.62","433","0.65","0","27","2.6","21.4","784","1.1","8","2.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"6","2014-09-10","1200","30.5","6.9","0.67","470","0.7","0","23","2","21.5","838","1","352","2.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"121","2014-09-10","1000","26","11.8","0.47","377","0.47","0","41","1","21.4","657","1.4","9","1.2"," "," "," "," "," "," "," "," "," "," "," "," "," "
"121","2014-09-10","1100","28.8","9.6","0.6","450","0.6","0","30","1.6","21.4","765","1.2","352","1.9"," "," "," "," "," "," "," "," "," "," "," "," "," "
"121","2014-09-10","1200","30.2","8.3","0.65","474","0.67","0","25","1.5","21.4","840","1.1","0","1.9"," "," "," "," "," "," "," "," "," "," "," "," "," "
"196","2014-09-10","1000","29.3","6.6","0.48","349","0.48","0","24","0.9","22.9","613","1","16","1.3"," "," "," "," "," "," "," "," "," "," "," "," "," "
"196","2014-09-10","1100","30.9","6.5","0.59","424","0.59","0","22","1.3","22.8","720","1","335","1.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"196","2014-09-10","1200","32.8","5","0.69","472","0.69","0","17","1.8","22.8","795","0.9","15","2.2"," "," "," "," "," "," "," "," "," "," "," "," "," "
"131","2014-09-10","1000","26.1","12.8","0.43","351","0.43","0","44","0.7","23.1","602","1.5","260","1.2"," "," "," "," "," "," "," "," "," "," "," "," "," "
"131","2014-09-10","1100","28.3","12","0.54","426","0.54","0","36","0.8","23.3","711","1.4","277","1.3"," "," "," "," "," "," "," "," "," "," "," "," "," "
"131","2014-09-10","1200","30.1","9.8","0.62","462","0.61","0","28","1.1","23.7","766","1.2","282","1.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"212","2014-09-10","1000","26.3","12.2","0.41","320","0.42","0","41","1.3","18.7","553","1.4","1","1.3"," "," "," "," "," "," "," "," "," "," "," "," "," "
"212","2014-09-10","1100","29.3","9.9","0.53","399","0.53","0","30","1.3","18.7","671","1.2","11","1.3"," "," "," "," "," "," "," "," "," "," "," "," "," "
"212","2014-09-10","1200","31.3","9.2","0.61","449","0.61","0","25","1.6","18.8","744","1.2","13","1.6"," "," "," "," "," "," "," ","R"," "," "," "," "," "
"166","2014-09-10","1000","23.3","14.5","0.45","386",,"0","58","0.7","20.7","667","1.7","319","1.4"," "," "," "," ","N"," "," "," "," "," "," "," "," "
"166","2014-09-10","1100","26.4","14.5","0.55","455",,"0","48","0.5","20.9","796","1.7","321","1.4"," "," "," "," ","N"," "," "," "," "," "," "," "," "
"166","2014-09-10","1200","29","13","0.65","500",,"0","37","1.3","21.4","861","1.5","343","1.7"," "," "," "," ","N"," "," "," "," "," "," "," "," "
"70","2014-09-10","1000","24.1","13.8","0.46","380","0.45","0","52","1.6","20.6","650","1.6","287","1.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"70","2014-09-10","1100","26.3","14","0.57","461","0.56","0","47","1.3","20.7","771","1.6","306","1.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"70","2014-09-10","1200","28.7","14.4","0.63","503","0.63","0","42","0.8","20.8","834","1.6","338","1.4"," "," "," "," "," "," "," "," "," "," "," "," "," "
"71","2014-09-10","1000","23.8","13.6","0.44","371","0.43","0","53","1.1","21","632","1.6","323","1.3"," "," "," "," "," "," "," "," "," "," "," "," "," "
"71","2014-09-10","1100","26.3","12.9","0.57","459","0.56","0","43","1.6","21.1","765","1.5","307","1.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"71","2014-09-10","1200","28.3","11.3","0.65","500","0.64","0","35","1.7","21.2","830","1.3","315","1.9"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-09-10","1000","24.4","9.3","0.44","361","0.42","0","38","0.6","20.6","600","1.2","310","1.1"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-09-10","1100","28.4","8","0.57","444","0.54","0","28","0.6","20.6","721","1.1","195","1.1"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-09-10","1200","31.2","6","0.65","485","0.62","0","21","0.4","20.8","781","0.9","332","1.4"," "," "," "," "," "," "," "," "," "," "," "," "," "
"167","2014-09-10","1000","25.2","10.9","0.46","360","0.45","0","41","1.4","21.6","618","1.3","347","1.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"167","2014-09-10","1100","27.4","10.5","0.58","436","0.58","0","35","2.1","25.1","727","1.3","346","2.3"," "," "," "," "," "," "," "," ","R"," "," "," "," "
"167","2014-09-10","1200","29.3","11.7","0.66","482","0.65","0","34","2.3",,"793","1.4","353","2.6"," "," "," "," "," "," "," "," ","S"," "," "," "," "
"140","2014-09-10","1000","24.1","13.6","0.46","378","0.45","0","52","1.4","19.9","650","1.6","327","1.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"140","2014-09-10","1100","27.4","12.7","0.57","457","0.56","0","40","0.4","19.9","777","1.5","286","1.2"," "," "," "," "," "," "," "," "," "," "," "," "," "
"140","2014-09-10","1200","29.7","11.1","0.67","495","0.67","0","32","1.9","19.9","835","1.3","341","2.2"," "," "," "," "," "," "," "," "," "," "," "," "," "
"139","2014-09-10","1000","27.3","9.9",,,,"0","33","0.6","21.8","591","1.2","51","0.8"," "," ","N","N","N"," "," "," "," "," "," "," "," "
"139","2014-09-10","1100","28","6.8",,,,"0","26","1","21.2","703","1","53","1.4"," "," ","N","N","N"," "," "," "," "," "," "," "," "
"139","2014-09-10","1200","30.1","5.8",,,,"0","22","1.1","21.6","758","0.9","37","1.6"," "," ","N","N","N"," "," "," "," "," "," "," "," "
