x,y,z,station_id,date,day_air_tmp_min,day_air_tmp_min_qc,day_air_tmp_max,day_air_tmp_max_qc,day_wind_spd_avg,day_wind_spd_avg_qc,day_rel_hum_max,day_rel_hum_max_qc,day_dew_pnt,day_dew_pnt_qc
x,y,z,station_id,date,day_air_tmp_min,day_air_tmp_min_qc,day_air_tmp_max,day_air_tmp_max_qc,day_wind_spd_avg,day_wind_spd_avg_qc,day_rel_hum_max,day_rel_hum_max_qc,day_dew_pnt,day_dew_pnt_qc
-10122.22,-186749.82,86.87,2,2014-09-01,15.50,K,35.70,K,1.90,K,56.00,K,7.60,K
65062.32,-275799.21,109.73,5,2014-09-01,14.90,K,34.70,K,1.40,K,79.00,K,11.80,K
-154658.42,59179.42,18.29,6,2014-09-01,15.20,K,37.40,K,2.20,K,74.00,K,10.80,K
-52618.08,-129355.35,56.39,7,2014-09-01,16.10,K,35.40,K,1.20,K,74.00,K,15.00,K
-156548.54,178484.16,39.62,12,2014-09-01,14.10,K,37.90,K,1.20,K,95.00,K,13.80,K
-63686.81,82147.03,847.34,13,2014-09-01,17.80,K,32.20,K,2.60,K,36.00,K,3.10,K
13350.13,-206552.95,58.83,15,2014-09-01,16.70,K,36.10,K,1.60,K,57.00,K,10.20,K
-158097.11,-137271.85,2.74,19,2014-09-01,11.50,K,16.10,K,2.40,K,96.00,K,11.60,K
9479.77,-238804.37,103.63,21,2014-09-01,,M,,M,,M,,M,,M
-174645.16,136417.77,16.76,32,2014-09-01,14.70,K,36.90,K,1.30,K,88.00,K,12.70,K
141024.47,-71944.64,1271.02,35,2014-09-01,8.30,K,35.00,K,1.50,K,67.00,K,1.10,K
44310.07,-157609.45,102.72,39,2014-09-01,15.10,K,35.70,K,1.30,K,83.00,K,13.00,K
428468.53,-541900.08,-33.53,41,2014-09-01,,M,,M,,M,,M,,M
-122457.57,339518.87,1008.89,43,2014-09-01,5.60,K,32.60,K,1.60,K,77.00,K,5.00,K
246099.4,-446599.12,310.9,44,2014-09-01,17.10,K,34.70,K,1.60,K,81.00,K,13.10,K
-145702.09,-8519.12,13.72,47,2014-09-01,14.60,K,35.90,K,2.20,K,71.00,K,10.60,K
-60126.51,-301060.61,100.58,52,2014-09-01,11.00,K,26.30,K,1.10,K,92.00,K,12.40,K
3681.44,-263014.6,214.88,54,2014-09-01,17.50,K,35.10,K,1.50,K,60.00,K,9.90,K
-66913.3,-101968.32,28.96,56,2014-09-01,14.30,K,34.30,K,1.80,K,77.00,K,12.00,K
-36972.37,252749.98,1220.72,57,2014-09-01,9.30,K,32.00,K,1.80,K,49.00,K,-0.20,K
257693.18,-499325.02,432.82,62,2014-09-01,16.10,K,32.00,K,1.50,K,97.00,K,13.70,K
-7266.49,-381460.28,149.35,64,2014-09-01,12.80,K,32.20,K,2.00,K,99.00,K,14.10,K
400345.71,-574641.47,12.19,68,2014-09-01,20.20,K,40.20,K,2.10,K,95.00,K,14.80,K
-107505.23,-19488.1,10.06,70,2014-09-01,13.70,K,35.10,K,1.60,K,88.00,K,13.00,K
-104655.53,-40603.22,10.67,71,2014-09-01,12.60,K,33.80,K,1.70,K,86.00,K,13.60,K
211338.43,-478178.74,124.97,75,2014-09-01,15.90,K,30.00,K,1.60,K,98.00,K,16.90,K
-210137.07,48483.18,57.91,77,2014-09-01,10.80,K,36.00,K,1.50,K,95.00,K,12.70,K
201876.36,-437561.37,222.5,78,2014-09-01,18.20,K,32.00,K,1.10,K,98.00,K,17.20,K
22955.14,-132865.82,103.33,80,2014-09-01,16.60,K,34.70,K,1.40,K,78.00,K,12.20,K
-244187.91,46647.28,24.38,83,2014-09-01,7.10,K,33.40,K,1.90,K,89.00,K,9.20,K
-113445.89,138196.09,286.51,84,2014-09-01,17.60,K,35.80,K,1.40,K,54.00,K,11.20,K
-266437.81,114417.68,353.57,85,2014-09-01,15.10,K,36.50,K,1.30,K,58.00,K,7.60,K
84299.83,-183639.69,146.3,86,2014-09-01,14.80,K,36.30,K,1.30,K,74.00,K,13.00,K
426887.81,-568238.27,-15.24,87,2014-09-01,22.20,K,41.60,K,1.70,K,63.00,K,14.80,K
29775.98,-341518.13,697.99,88,2014-09-01,13.00,K,35.60,K,2.00,K,58.00,K,6.50,K
-40187.07,380229.54,1342.64,90,2014-09-01,2.20,K,28.00,K,1.50,K,76.00,K,0.80,K
-122290.65,438818.79,1229.87,91,2014-09-01,2.90,K,26.40,K,1.30,K,90.00,K,5.00,K
-78038.34,-86846.91,22.86,92,2014-09-01,10.20,K,36.10,K,1.80,K,79.00,K,8.10,K
12003.51,-393864.17,195.07,94,2014-09-01,16.80,K,26.00,K,1.80,K,93.00,K,15.70,K
140627.18,-440122.15,103.63,99,2014-09-01,18.90,K,25.90,K,1.60,K,89.00,K,19.30,K
-246341.31,60366.25,25.91,103,2014-09-01,8.20,K,36.70,K,1.40,K,95.00,K,10.60,K
-177445.92,-111397.86,91.44,104,2014-09-01,11.50,K,24.70,K,1.10,K,95.00,K,13.20,K
-34095.37,-153590.74,58.22,105,2014-09-01,16.20,K,37.80,K,2.10,K,51.00,K,8.40,K
-267317.4,111758.96,160.02,106,2014-09-01,10.60,K,37.20,K,1.40,K,79.00,K,10.60,K
24123.98,-397609.98,76.2,107,2014-09-01,15.50,K,25.20,K,1.20,K,92.00,K,16.40,K
-205897.99,25139.25,1.52,109,2014-09-01,11.30,K,35.20,K,1.40,K,97.00,K,13.50,K
-156869.06,-117751.64,33.53,111,2014-09-01,12.20,K,24.90,K,1.30,K,95.00,K,14.20,K
-97501.57,-210104.69,164.59,113,2014-09-01,10.50,K,35.70,K,2.10,K,94.00,K,10.50,K
-115747.4,-184735.82,71.63,114,2014-09-01,11.00,K,30.90,K,2.30,K,98.00,K,14.50,K
-150912.81,-143112.65,18.59,116,2014-09-01,13.70,K,21.90,K,2.90,K,94.00,K,14.90,K
251251.09,-389737.84,880.87,117,2014-09-01,16.90,K,34.90,K,2.80,K,55.00,K,4.00,K
325890.62,-457717.05,119.48,118,2014-09-01,22.20,K,39.10,K,1.10,K,47.00,K,8.00,K
-155828.52,45845.32,11.28,121,2014-09-01,12.10,K,36.20,K,2.10,K,95.00,K,12.80,K
-65094.4,-124951.84,55.78,124,2014-09-01,15.20,K,35.00,K,1.50,K,65.00,K,12.10,K
111129.18,-311644.18,152.4,125,2014-09-01,,M,,M,,M,,M,,M
-121336.02,-128245.93,103.63,126,2014-09-01,12.30,K,32.50,K,1.50,K,90.00,K,14.30,K
-154996.01,-122364.95,19.81,129,2014-09-01,13.10,K,22.60,K,2.10,K,76.00,K,12.10,K
-105960.66,71113.67,80.77,131,2014-09-01,15.60,K,37.30,K,1.00,K,74.00,K,11.60,K
163086.14,-422842.73,338.63,133,2014-09-01,16.10,K,29.80,K,1.50,K,100.00,K,17.80,K
504616.69,-469069.02,83.82,135,2014-09-01,22.70,K,41.60,K,2.00,K,77.00,K,16.40,K
357193.98,-491742.84,3.66,136,2014-09-01,25.90,K,39.20,K,13.00,R,43.00,K,12.90,K
71265.89,-267912.57,126.49,138,2014-09-01,17.00,K,34.60,K,1.60,K,46.00,K,7.90,K
