Station,Date,Hour,HlyAirTmpValue,HlyDewPntValue,HlyEtoValue,HlyNetRadValue,HlyAsceEtoValue,HlyPrecipValue,HlyRelHumValue,HlyResWindValue,HlySoilTmpValue,HlySolRadValue,HlyVapPresValue,HlyWindDirValue,HlyWindSpdValue,HlyAirTmpQc,HlyDewPntQc,HlyEtoQc,HlyNetRadQc,HlyAsceEtoQc,HlyPrecipQc,HlyRelHumQc,HlyResWindQc,HlySoilTmpQc,HlySolRadQc,HlyVapPresQc,HlyWindDirQc,HlyWindSpdQc
"191","2014-10-01","0100","13.6","11.5","0","-17","0","0","87","0.2","20.6","0","1.4","297","0.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","0200","12.9","11","0","-17","0","0","88","0.3","20.5","0","1.3","3","0.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","0300","12.3","10.7","0","-17","0","0","90","0.2","20.3","0","1.3","123","1"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","0400","11.9","10.3","0","-17","0","0","90","0.3","20.1","0","1.3","332","0.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","0500","11.1","9.7","0","-17","0","0","91","0.1","20","0","1.2","49","0.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","0600","10.7","9.4","0","-17","0","0","92","0.3","19.8","0","1.2","37","0.9"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","0700","11.1","9.8","0.01","9","0","0","92","0.2","19.7","35","1.2","24","0.9"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","0800","15.4","11","0.04","28","0.03","0","75","0.4","19.5","72","1.3","254","1"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","0900","22.6","4","0.3","218","0.31","0","30","1.5","19.4","399","0.8","45","1.9"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","1000","24.3","2.4","0.47","328","0.46","0","24","2.1","19.3","560","0.7","3","2.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","1100","25.7","1","0.58","410","0.56","0","20","2.2","19.3","681","0.7","29","2.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","1200","27.1","-0.4","0.65","453","0.62","0","17","2.1","19.4","747","0.6","351","2.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","1300","27.9","-1.8","0.67","450","0.65","0","14","2.7","19.5","752","0.5","328","3.1"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","1400","28.7","-2.2","0.6","406","0.59","0","13","2.1","19.8","695","0.5","357","2.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","1500","29.4","-3","0.52","320","0.52","0","12","2.2","20","572","0.5","14","2.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","1600","29.6","-3.5","0.39","213","0.41","0","11","2.3","20.2","421","0.5","11","2.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","1700","29.2","-3.7","0.23","87","0.26","0","11","2.2","20.4","206","0.5","8","2.4"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","1800","27.2","-3.5","0.12","-29","0.1","0","13","1.6","20.5","43","0.5","24","1.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","1900","22.7","0.4","0.04","-50","0.03","0","23","0.1","20.5","0","0.6","346","0.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","2000","18.3","2.9","0.02","-45","0.01","0","36","0.1","20.5","0","0.8","340","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","2100","16.4","4.5","0.02","-43","0.01","0","45","0.2","20.4","0","0.8","38","0.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","2200","14.9","5.2","0.01","-41","0","0","52","0.3","20.3","0","0.9","19","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","2300","13.3","5.7","0","-40","0","0","60","0.2","20.1","0","0.9","34","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-01","2400","12.6","6","0","-40","0","0","64","0.2","20","0","0.9","65","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","0100","11.3","5.5","0.01","-19","0","0","68","0.3","19.8","0","0.9","358","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","0200","10.8","5.6","0.01","-19","0","0","71","0.3","19.6","0","0.9","31","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","0300","10.2","5.8","0.01","-19","0","0","74","0.3","19.5","0","0.9","352","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","0400","9.8","5.9","0","-18","0","0","77","0.5","19.3","0","0.9","15","0.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","0500","9.3","5.5","0","-18","0","0","77","0.3","19.1","0","0.9","113","0.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","0600","8.9","5.4","0","-18","0","0","79","0.4","18.9","0","0.9","350","0.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","0700","9.4","5.5","0.01","4","0.01","0","77","0.3","18.8","30","0.9","22","1.1"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","0800","13.8","6.3","0.04","32","0.06","0","60","0.2","18.6","78","1","219","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","0900","19.4","5.6","0.25","217","0.24","0","40","0.4","18.5","395","0.9","248","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","1000","24.9","2.2","0.42","323","0.4","0","23","0.7","18.4","555","0.7","291","1.2"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","1100","26.5","-0.1","0.53","403","0.5","0","18","1.1","18.4","672","0.6","295","1.4"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","1200","29","0.3","0.59","447","0.55","0","16","0.2","18.5","737","0.6","38","1.2"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","1300","30.3","1.7","0.62","446","0.59","0","16","1.3","18.8","735","0.7","10","1.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","1400","30.6","2.1","0.61","401","0.6","0","16","2.1","19.1","673","0.7","49","2.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","1500","31","1.7","0.52","319","0.53","0","15","2.3","19.5","562","0.7","58","2.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","1600","31.4","1.6","0.38","209","0.41","0","15","2.3","19.8","403","0.7","47","2.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","1700","30.5","2.1","0.24","83","0.29","0","16","2.6","20.1","193","0.7","43","2.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","1800","28.5","3.4","0.12","-24","0.11","0","20","2","20.2","37","0.8","48","2.1"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","1900","24.1","5.2","0.04","-43","0.02","0","29","0.5","20.3","0","0.9","329","0.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","2000","20","7.9","0.02","-39","0.01","0","45","0.2","20.3","0","1.1","94","0.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","2100","18.1","7.7","0.01","-39","0","0","51","0.3","20.2","0","1.1","13","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","2200","16.3","8","0.01","-38","0","0","58","0.3","20.2","0","1.1","15","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","2300","14.9","8.5","0","-37","0","0","65","0.2","20.1","0","1.1","43","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-02","2400","14.2","8","0","-37","0","0","66","0.2","19.9","0","1.1","29","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","0100","13","8","0.01","-18","0","0","71","0.3","19.8","0","1.1","349","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","0200","12.4","7.8","0.01","-18","0","0","74","0.4","19.6","0","1.1","35","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","0300","11.8","7.7","0.01","-18","0","0","76","0.3","19.5","0","1.1","29","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","0400","11.4","7.5","0","-18","0","0","77","0.3","19.4","0","1","51","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","0500","10.9","7.2","0","-18","0","0","78","0.4","19.2","0","1","37","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","0600","10.6","7.2","0","-17","0","0","80","0.2","19.1","0","1","6","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","0700","10.7","7.4","0.01","7","0","0","80","0.4","18.9","33","1","38","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","0800","15.3","8","0.03","20","0.02","0","62","0.5","18.8","61","1.1","319","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","0900","20.1","7.3","0.24","210","0.24","0","43","0.5","18.7","382","1","300","0.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","1000","25.4","6.4","0.4","320","0.38","0","30","0.5","18.6","545","1","242","0.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","1100","29.7","4.2","0.53","399","0.5","0","20","0.4","18.6","661","0.8","255","1.1"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","1200","31.8","3.2","0.59","423","0.56","0","16","0.6","18.8","688","0.8","354","1.4"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","1300","33.1","2","0.64","440","0.62","0","14","0.7","19.1","729","0.7","6","1.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","1400","33.6","2.3","0.62","392","0.61","0","14","2","19.5","660","0.7","73","2.4"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","1500","33.8","1.8","0.53","311","0.54","0","13","2.3","19.9","549","0.7","77","2.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","1600","33.9","1.2","0.4","201","0.43","0","13","2.3","20.2","391","0.7","56","2.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","1700","33.1","0.2","0.23","78","0.26","0","12","2.1","20.4","187","0.6","47","2.3"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","1800","30.3","1.3","0.1","-29","0.07","0","16","0.7","20.5","34","0.7","49","1.2"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","1900","24","6.2","0.04","-42","0.02","0","32","0.3","20.6","0","0.9","101","0.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","2000","20.7","5.9","0.03","-41","0.01","0","38","0.3","20.6","0","0.9","28","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","2100","18.9","7.6","0.02","-39","0","0","48","0.1","20.5","0","1","53","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","2200","16.6","8.1","0.01","-37","0","0","57","0.2","20.4","0","1.1","13","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","2300","15.5","7.9","0","-37","0","0","60","0.3","20.3","0","1.1","31","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-03","2400","14.9","8","0","-37","0","0","64","0.2","20.2","0","1.1","31","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","0100","13.5","7.3","0.01","-18","0","0","66","0.4","20","0","1","11","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","0200","12.7","7.3","0.01","-18","0","0","70","0.3","19.8","0","1","4","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","0300","12.1","7.5","0.01","-18","0","0","73","0.3","19.6","0","1","30","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","0400","11.6","7.3","0.01","-18","0","0","75","0.3","19.5","0","1","34","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","0500","10.9","7","0","-18","0","0","77","0.4","19.3","0","1","24","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","0600","10.5","7","0","-17","0","0","79","0.2","19.1","0","1","41","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","0700","10.7","6.9","0.01","6","0","0","78","0.4","19","32","1","9","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","0800","15.7","7.2","0.02","9","0.01","0","57","0.2","18.8","46","1","96","0.4"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","0900","19.9","6.1","0.24","210","0.23","0","41","0.2","18.7","383","0.9","214","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","1000","24.5","5","0.39","317","0.37","0","28","0.3","18.6","543","0.9","319","0.9"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","1100","28.7","2.7","0.52","392","0.49","0","19","0.6","18.6","650","0.7","326","1.1"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","1200","31.9","1.4","0.6","432","0.56","0","14","0.3","18.7","712","0.7","316","1.2"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","1300","34.3","1.1","0.6","421","0.56","0","12","0.1","19","695","0.7","101","1.2"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","1400","35","0.7","0.57","390","0.55","0","11","0.1","19.4","669","0.6","318","1.3"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","1500","35.7","0","0.48","305","0.48","0","11","0.8","19.8","548","0.6","309","1.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","1600","35.4","0.3","0.36","196","0.38","0","11","1.4","20.2","386","0.6","296","1.9"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","1700","34.4","1.4","0.21","75","0.23","0","12","1.6","20.5","183","0.7","357","1.9","Y","Y","Y"," "," "," ","Y"," "," "," "," "," "," "
"191","2014-10-04","1800","30.2","3.5","0.09","-28","0.05","0","18","0.4","20.7","31","0.8","338","0.9","Y","Y","Y"," "," "," ","Y"," "," "," "," "," "," "
"191","2014-10-04","1900","24.5","7","0.04","-41","0.01","0","33","0.3","20.8","0","1","123","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","2000","21","7.5","0.03","-39","0.01","0","42","0.3","20.8","0","1","341","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","2100","19.6","8.1","0.02","-38","0.01","0","47","0.3","20.8","0","1.1","107","0.7"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","2200","17.8","7.9","0.01","-38","0","0","52","0.3","20.7","0","1.1","357","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","2300","16.5","8","0.01","-37","0.01","0","57","0.4","20.6","0","1.1","346","0.8"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-04","2400","15.6","7.9","0","-37","0","0","60","0.2","20.4","0","1.1","57","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-05","0100","14.5","7.7","0.02","-18","0","0","63","0.3","20.2","0","1","341","0.6"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-05","0200","13.1","7.4","0.01","-18","0","0","69","0.4","20.1","0","1","8","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
"191","2014-10-05","0300","12.4","7.8","0.01","-18","0","0","74","0.3","19.9","0","1.1","26","0.5"," "," "," "," "," "," "," "," "," "," "," "," "," "
